Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
ilir barat I,SD IT  KEIYNAN,2024-2025,155,Swasta,21,3,4,42
ilir barat I,SD IT AULADI PAKJO PALEMBANG,2024-2025,155,Swasta,226,12,12,42
ilir barat I,SD IT IZZUDDIN PALEMBANG,2024-2025,155,Swasta,625,39,24,42
ilir barat I,SD NEGERI 001 PALEMBANG,2024-2025,155,Negeri,556,31,21,42
ilir barat I,SD NEGERI 002 PALEMBANG,2024-2025,155,Negeri,619,26,20,42
ilir barat I,SD NEGERI 003 PALEMBANG,2024-2025,155,Negeri,116,11,6,42
ilir barat I,SD NEGERI 004 PALEMBANG,2024-2025,155,Negeri,553,24,19,42
ilir barat I,SD NEGERI 005 PALEMBANG,2024-2025,155,Negeri,312,14,12,42
ilir barat I,SD NEGERI 006 PALEMBANG,2024-2025,155,Negeri,429,22,16,42
ilir barat I,SD NEGERI 007 PALEMBANG,2024-2025,155,Negeri,168,11,7,42
ilir barat I,SD NEGERI 008 PALEMBANG,2024-2025,155,Negeri,155,7,6,42
ilir barat I,SD NEGERI 009 PALEMBANG,2024-2025,155,Negeri,273,13,12,42
ilir barat I,SD NEGERI 010 PALEMBANG,2024-2025,155,Negeri,138,9,6,42
ilir barat I,SD NEGERI 011 PALEMBANG,2024-2025,155,Negeri,497,24,18,42
ilir barat I,SD NEGERI 012 PALEMBANG,2024-2025,155,Negeri,475,23,18,42
ilir barat I,SD NEGERI 013 PALEMBANG,2024-2025,155,Negeri,610,23,19,42
ilir barat I,SD NEGERI 014 PALEMBANG,2024-2025,155,Negeri,685,26,21,42
ilir barat I,SD NEGERI 015 PALEMBANG,2024-2025,155,Negeri,290,13,12,42
ilir barat I,SD NEGERI 016 PALEMBANG,2024-2025,155,Negeri,289,16,12,42
ilir barat I,SD NEGERI 017 PALEMBANG,2024-2025,155,Negeri,351,21,14,42
ilir barat I,SD NEGERI 018 PALEMBANG,2024-2025,155,Negeri,130,11,6,42
ilir barat I,SD NEGERI 019 PALEMBANG,2024-2025,155,Negeri,351,17,14,42
ilir barat I,SD NEGERI 020 PALEMBANG,2024-2025,155,Negeri,84,10,6,42
ilir barat I,SD NEGERI 021 PALEMBANG,2024-2025,155,Negeri,433,27,18,42
ilir barat I,SD NEGERI 022 PALEMBANG,2024-2025,155,Negeri,147,11,7,42
ilir barat I,SD NEGERI 023 PALEMBANG,2024-2025,155,Negeri,554,33,22,42
ilir barat I,SD NEGERI 024 PALEMBANG,2024-2025,155,Negeri,604,26,20,42
ilir barat I,SD NEGERI 025 PALEMBANG,2024-2025,155,Negeri,606,30,22,42
ilir barat I,SD NEGERI 026 PALEMBANG,2024-2025,155,Negeri,297,15,12,42
ilir barat I,SD NEGERI 027 PALEMBANG,2024-2025,155,Negeri,193,15,9,42
ilir barat I,SD NEGERI 028 PALEMBANG,2024-2025,155,Negeri,306,16,12,42
ilir barat I,SD NEGERI 029 PALEMBANG,2024-2025,155,Negeri,105,10,6,42
ilir barat I,SD PALEMBANG HARAPAN,2024-2025,155,Swasta,474,29,18,42
ilir barat I,SD REAL ISLAMIC SCHOOL PALEMBANG,2024-2025,155,Swasta,139,9,6,42
